Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,narrative_length,word_count,cleaned_narrative
2025-06-04,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"The US bank decided to close all my accounts and most importantly my altitude reserve credit card without notice. I was doing the usual grocery shopping from a store that I occasionally shop at using this card but the card kept getting declined. So I called the credit card customer support number and they told me the card is closed! I was surprised because I have not got any notice or notification for that. I know I got few letters few weeks ago about cancelling my other checking accounts by XXXX for no reason but never received any notice or warning about my credit card. I asked the agent over the phone this makes no sense because I paid the annual fee of {$400.00} just a few months ago but she couldn't address me concerns, so she transferred me to another department and the new agent said she can not help in anything and that the US bank decided to end the relationship completely. I asked for a supervisor and also the supervisor was useless as she said they don't have a mechanism to refund me the annual fee or the points back. The credit card account had at least XXXX points... yes over XXXX points that I can not access anymore plus the card itself can not purchase anything.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,94306,,Consent provided,Web,2025-06-04,Closed with explanation,Yes,,13873979,1195,220,"the us bank decided to close all my accounts and most importantly my altitude reserve credit card without notice. i was doing the usual grocery shopping from a store that i occasionally shop at using this card but the card kept getting declined. so i called the credit card customer support number and they told me the card is closed! i was surprised because i have not got any notice or notification for that. i know i got few letters few weeks ago about cancelling my other checking accounts by xxxx for no reason but never received any notice or warning about my credit card. i asked the agent over the phone this makes no sense because i paid the annual fee of 400.00 just a few months ago but she couldnt address me concerns, so she transferred me to another department and the new agent said she can not help in anything and that the us bank decided to end the relationship completely. i asked for a supervisor and also the supervisor was useless as she said they dont have a mechanism to refund me the annual fee or the points back. the credit card account had at least xxxx points. yes over xxxx points that i can not access anymore plus the card itself can not purchase anything."
2025-06-03,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"XXXX XXXX XXXX XXXX issued by XXXXXXXX XXXX 
I received a bill stating that I owed them a {$99.00} service fee a charge card that was closed by the company due to non-use. I informed them that this was an inaccurate charge due to this account being closed. The representative that I spoke to on XX/XX/year> would not forward my call to a supervisor when I repeatedly requested to speak to a supervisor. Her reasoning for not transferring my call was because was that XXXX XXXX  was not a recognized Bank and that she would not allow me to speak with a supervisor. The number that I called was XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WV,26554,"Older American, Servicemember",Consent provided,Web,2025-06-03,Closed with explanation,Yes,,13868059,597,110,xxxx xxxx xxxx xxxx issued by xxxxxxxx xxxx i received a bill stating that i owed them a 99.00 service fee a charge card that was closed by the company due to nonuse. i informed them that this was an inaccurate charge due to this account being closed. the representative that i spoke to on xxxxyear would not forward my call to a supervisor when i repeatedly requested to speak to a supervisor. her reasoning for not transferring my call was because was that xxxx xxxx was not a recognized bank and that she would not allow me to speak with a supervisor. the number that i called was xxxx
2025-06-03,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,"Hello, I was A US Bank  XXXX and they targeted XXXX XXXX XXXX to open a card ending in XXXX with a sign-up bonus. I hit the signup bonus but US Bank is claiming that they XXXX  the card on XX/XX/year> and that I can no longer use the points I have accrued. I have {$810.00} ( attached ) in points that they are not allowing me to redeem. The card also had a 0 % interest period that they are no longer honoring. 

This is theft and I have received no explanation for why my account was XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,TX,75204,,Consent provided,Web,2025-06-03,Closed with explanation,Yes,,13875730,491,99,"hello, i was a us bank xxxx and they targeted xxxx xxxx xxxx to open a card ending in xxxx with a signup bonus. i hit the signup bonus but us bank is claiming that they xxxx the card on xxxxyear and that i can no longer use the points i have accrued. i have 810.00  attached  in points that they are not allowing me to redeem. the card also had a 0  interest period that they are no longer honoring. this is theft and i have received no explanation for why my account was xxxx."
2025-06-05,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Wells fargo keeps closing this valid claim I was denied boarding on my flight home if the flight still flew is absolutly irrelevant to the claim I have made the agreement for purchase for a round trip journey I was denied boarding for the final leg of the journey for an unknown reason by XXXX XXXX my phone indicated to me I still had time before the final boarding window had closed according to the screenshot already provided to wells fargo it was XXXX boarding was intended to close at XXXX so unless there is some evidence that indicates I arrived at the gate after boarding should have closed my case is valid and I should be returned the money of {$1400.00}. Wells fargo asks for new information but never any indication of what information they require. I have given my full statment along with time stamps indicating there was time for me to have boarded yet was still denied and it just seems to me that Wells Fargo would rather be lazy then to actually bother to do work in resolving this.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,VA,226XX,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13914709,1001,183,wells fargo keeps closing this valid claim i was denied boarding on my flight home if the flight still flew is absolutly irrelevant to the claim i have made the agreement for purchase for a round trip journey i was denied boarding for the final leg of the journey for an unknown reason by xxxx xxxx my phone indicated to me i still had time before the final boarding window had closed according to the screenshot already provided to wells fargo it was xxxx boarding was intended to close at xxxx so unless there is some evidence that indicates i arrived at the gate after boarding should have closed my case is valid and i should be returned the money of 1400.00. wells fargo asks for new information but never any indication of what information they require. i have given my full statment along with time stamps indicating there was time for me to have boarded yet was still denied and it just seems to me that wells fargo would rather be lazy then to actually bother to do work in resolving this.
2025-06-03,Credit card,General-purpose credit card or charge card,Getting a credit card,Sent card you never applied for,"On XX/XX/XXXX, I received a credit card from Revvi that was approved already. I did not apply for this card and have no idea why this was applied for and sent to me. I called them and got the card cancelled, with a fraud letter mailed to me to confirm the cancellation. I also asked for information on the applicant but haven't received that.",Company believes the complaint provided an opportunity to answer consumer's questions,FIRST PORTFOLIO SERVICING INC,CO,802XX,,Consent provided,Web,2025-06-03,Closed with explanation,Yes,,13876443,342,64,"on xxxxxxxx, i received a credit card from revvi that was approved already. i did not apply for this card and have no idea why this was applied for and sent to me. i called them and got the card cancelled, with a fraud letter mailed to me to confirm the cancellation. i also asked for information on the applicant but havent received that."
2025-05-11,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,"I rented a XXXX XXXX from XXXX using my Wells Fargo reward points. Upon arriving to the airport I was issued a XXXX XXXX but when I got to the car the family that was in line in front of me was already in it as it had been issued to them as well. I made the XXXX assistant aware in the parking garage and he found another XXXX  that was available and said, "" Here I will given you this one and it is cheaper. '' The following morning I could not unlock the car with the remote key. I called and spoke to XXXX customer service and they pinged the vehicle and made me aware that the car battery was dead. They sent roadside assistance to jump it and we proceeded to the XXXX XXXX for our vacation. Upon arriving back to the car I could again not unlock it with the remote car key. I used the key to manually unlock the car so my family had somewhere to sit. XXXX customer service pinged the vehicle and notified me that the car battery was again dead. It was roughly XXXX in the evening and I requested for a new vehicle to be brought to me in exchange for the one I had. They made me aware that that service was not within their customer service emergency services guidelines. I was told I would have XXXX XXXX the car back to the airport to exchange the cars and they head back to my vacation spot. I then requested for XXXX to have their roadside assistance to replace the battery. They stated that they do not provide that service either. And being that it was after-hours and the local car shops were closed the best they could offer me was to jump the car and I would have to proceed to a car shop the following morning to have the battery changed out. My family underwent undue hardship and was stranded XXXX hours that night due to XXXX 's poor action plans for emergency services. 

Upon returning home I called XXXX with a request for a refund. They stated that my payment on their end was from a XXXX party and that I would have to contact my financial association to have this resolved. I had to arrange a XXXX way call between myself, Wells Fargo XXXX XXXX, and a XXXX XXXX to get this spearheaded as both companies kept telling me to call the other company to get it resolved. During this conference call XXXX explained to Wells Fargo that being that they could only see a XXXX party payment and not a dollar amount Wells Fargo would have to provide XXXX with a receipt of my rewards payment and maybe they could refund Wells Fargo who could then reimburse me my rewards points. Wells Fargo notified me they could not provided XXXX with a receipt and close the case. I reopened a case being that this was an unacceptable answer. Wells Fargo and XXXX then came to the resolution that XXXX would give me a credit to rent another car from them in the future and closed the case. I did not approve of this resolution as I don't ever want to deal with XXXX again. I opened another case and stated that the only resolution I would be open to is a refund of my points. Wells Fargo later got back to me with the following response. "" We are sorry you had a poor experience and unfortunately we have exhausted our resources and there is nothing else we can do for you. Rewards points are nonrefundable. '' I asked, "" What about the difference in the cost of the vehicles as I rented a car that cost more than the car I was issued? '' They again stated, "" There is nothing else we can do. ''",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,DE,19709,,Consent provided,Web,2025-05-11,Closed with explanation,Yes,,13445640,3393,652,"i rented a xxxx xxxx from xxxx using my wells fargo reward points. upon arriving to the airport i was issued a xxxx xxxx but when i got to the car the family that was in line in front of me was already in it as it had been issued to them as well. i made the xxxx assistant aware in the parking garage and he found another xxxx that was available and said,  here i will given you this one and it is cheaper.  the following morning i could not unlock the car with the remote key. i called and spoke to xxxx customer service and they pinged the vehicle and made me aware that the car battery was dead. they sent roadside assistance to jump it and we proceeded to the xxxx xxxx for our vacation. upon arriving back to the car i could again not unlock it with the remote car key. i used the key to manually unlock the car so my family had somewhere to sit. xxxx customer service pinged the vehicle and notified me that the car battery was again dead. it was roughly xxxx in the evening and i requested for a new vehicle to be brought to me in exchange for the one i had. they made me aware that that service was not within their customer service emergency services guidelines. i was told i would have xxxx xxxx the car back to the airport to exchange the cars and they head back to my vacation spot. i then requested for xxxx to have their roadside assistance to replace the battery. they stated that they do not provide that service either. and being that it was afterhours and the local car shops were closed the best they could offer me was to jump the car and i would have to proceed to a car shop the following morning to have the battery changed out. my family underwent undue hardship and was stranded xxxx hours that night due to xxxx s poor action plans for emergency services. upon returning home i called xxxx with a request for a refund. they stated that my payment on their end was from a xxxx party and that i would have to contact my financial association to have this resolved. i had to arrange a xxxx way call between myself, wells fargo xxxx xxxx, and a xxxx xxxx to get this spearheaded as both companies kept telling me to call the other company to get it resolved. during this conference call xxxx explained to wells fargo that being that they could only see a xxxx party payment and not a dollar amount wells fargo would have to provide xxxx with a receipt of my rewards payment and maybe they could refund wells fargo who could then reimburse me my rewards points. wells fargo notified me they could not provided xxxx with a receipt and close the case. i reopened a case being that this was an unacceptable answer. wells fargo and xxxx then came to the resolution that xxxx would give me a credit to rent another car from them in the future and closed the case. i did not approve of this resolution as i dont ever want to deal with xxxx again. i opened another case and stated that the only resolution i would be open to is a refund of my points. wells fargo later got back to me with the following response.  we are sorry you had a poor experience and unfortunately we have exhausted our resources and there is nothing else we can do for you. rewards points are nonrefundable.  i asked,  what about the difference in the cost of the vehicles as i rented a car that cost more than the car i was issued?  they again stated,  there is nothing else we can do."
2025-06-01,Credit card,Store credit card,Fees or interest,Problem with fees,"Fortiva retail credit has told me false information about when my payment plan was to start and end without interest. They charged me a annual fee a month after I opened my account without informing me and they charged interest on my no interest plan. 
I paid my bill on the date before XXXX but it wasnt eastern time. They never specified before it had to be paid before Eastern time. 
I called to confirm I do not get a late fee they assured me I wouldnt. I then get charged a late fee with interest. I called to tell them I confirmed my payment. They told it doesnt matter I get the late fee. They also charge me a fee for my billing statement that also gains interest. 
The interest rate they are charging is 35.99 % APR I would never have agreed to that rate but signed up for the six month no interest. They didnt start my payments until XXXX but informed me I will be charged interest in XXXX. I can not pay off my account when all the charges I keep getting.",Company believes it acted appropriately as authorized by contract or law,Atlanticus Services Corporation,OR,97301,,Consent provided,Web,2025-06-01,Closed with monetary relief,Yes,,13830066,966,187,fortiva retail credit has told me false information about when my payment plan was to start and end without interest. they charged me a annual fee a month after i opened my account without informing me and they charged interest on my no interest plan. i paid my bill on the date before xxxx but it wasnt eastern time. they never specified before it had to be paid before eastern time. i called to confirm i do not get a late fee they assured me i wouldnt. i then get charged a late fee with interest. i called to tell them i confirmed my payment. they told it doesnt matter i get the late fee. they also charge me a fee for my billing statement that also gains interest. the interest rate they are charging is 35.99  apr i would never have agreed to that rate but signed up for the six month no interest. they didnt start my payments until xxxx but informed me i will be charged interest in xxxx. i can not pay off my account when all the charges i keep getting.
2025-04-06,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"To Whom It May Concern, I am filing a formal complaint against XXXXXXXX XXXX XXXX XXXX XXXX Aspire Credit Card for conducting a hard inquiry on my credit report without proper authorization or clear disclosure.

I received a pre-qualification letter from Aspire, which invited me to check if I was eligible for a credit card offer. I followed up by calling the number provided to find out if I was approved. At no point during this interaction was it clearly communicated that a hard inquiry would be performed on my credit report. 

This lack of transparency is deeply concerning. I did not submit a full credit application or provide explicit consent for a hard inquiry. Had I been informed that checking my eligibility over the phone would result in a hard pull, I would have never proceeded. 

This unauthorized action is a potential violation of the Fair Credit Reporting Act ( FCRA ). I am requesting that this inquiry be removed from my credit report immediately, unless XXXX XXXX XXXX XXXX / Aspire can provide clear and verifiable proof that I authorized this inquiry knowingly and in writing. 

Please investigate this matter thoroughly and take appropriate action to protect my rights as a consumer.",Company believes it acted appropriately as authorized by contract or law,Atlanticus Services Corporation,NJ,08873,,Consent provided,Web,2025-04-06,Closed with non-monetary relief,Yes,,12837942,1210,204,", i am filing a formal complaint against xxxxxxxx xxxx xxxx xxxx xxxx aspire credit card for conducting a hard inquiry on my credit report without proper authorization or clear disclosure. i received a prequalification letter from aspire, which invited me to check if i was eligible for a credit card offer. i followed up by calling the number provided to find out if i was approved. at no point during this interaction was it clearly communicated that a hard inquiry would be performed on my credit report. this lack of transparency is deeply concerning. i did not submit a full credit application or provide explicit consent for a hard inquiry. had i been informed that checking my eligibility over the phone would result in a hard pull, i would have never proceeded. this unauthorized action is a potential violation of the fair credit reporting act  fcra . i am requesting that this inquiry be removed from my credit report immediately, unless xxxx xxxx xxxx xxxx  aspire can provide clear and verifiable proof that i authorized this inquiry knowingly and in writing. please investigate this matter thoroughly and take appropriate action to protect my rights as a consumer."
2025-06-06,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Overcharged for something you did purchase with the card,"I am writing to formally dispute Barclays continued failure to allow access to my credit card account. My account has been restricted for over two months, and I have made repeated attempts by phone to resolve the issue and make my monthly payments. 

Despite being willing and able to pay, your phone representatives have offered no solution and continuously transfer or misdirect me without unlocking my account or providing an alternative method of payment. 

I consider this a violation of good faith servicing and potentially reportable behavior under consumer protection laws. I am requesting : 1. Immediate restoration of access to my account ; or 2. An alternative method ( mail, phone, in-person, etc. ) to make payment now without penalty.

If this is not resolved within 3 business days, I will file complaints with the Cons
umer Financial Protection Bureau ( CFPB ), Office of the Comptroller of the Currency ( OCC ), and my State Attorney General.

I will also seek removal of any late fees or cred
it reporting damage caused by Barclays inaction.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,VA,22309,,Consent provided,Web,2025-06-06,Closed with explanation,Yes,,13942295,1059,177,"i am writing to formally dispute barclays continued failure to allow access to my credit card account. my account has been restricted for over two months, and i have made repeated attempts by phone to resolve the issue and make my monthly payments. despite being willing and able to pay, your phone representatives have offered no solution and continuously transfer or misdirect me without unlocking my account or providing an alternative method of payment. i consider this a violation of good faith servicing and potentially reportable behavior under consumer protection laws. i am requesting  1. immediate restoration of access to my account  or 2. an alternative method  mail, phone, inperson, etc.  to make payment now without penalty. if this is not resolved within 3 business days, i will file complaints with the cons umer financial protection bureau  , office of the comptroller of the currency  occ , and my state attorney general. i will also seek removal of any late fees or cred it reporting damage caused by barclays inaction."
2025-06-06,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"During a recent call with Barclays, a representative was able to log into my account on their end and confirmed that my account is restricted, preventing me from accessing it or making payments. However, when they contacted another department, they claimed they could not see any restriction. This conflicting information reveals internal system inconsistencies and poor communication within Barclays. Because of this, I remain locked out of my account and unable to make payments, which is causing ongoing financial harm. I request an immediate resolution and clear explanation of why this is happening.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,VA,22309,,Consent provided,Web,2025-06-06,Closed with explanation,Yes,,13942770,604,93,"during a recent call with barclays, a representative was able to log into my account on their end and confirmed that my account is restricted, preventing me from accessing it or making payments. however, when they contacted another department, they claimed they could not see any restriction. this conflicting information reveals internal system inconsistencies and poor communication within barclays. because of this, i remain locked out of my account and unable to make payments, which is causing ongoing financial harm. i request an immediate resolution and clear explanation of why this is happening."
2025-03-31,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"I am reaching out regarding an issue with my Chase Freedom Unlimited account that has caused significant financial distress.

While I was out of work and XXXX  for four months due to an XXXX, I fell behind on my bills. During this time, I contacted Chase to request temporary payment assistance, but I was informed that no payment plans were available. As a result, late fees and interest continued to accumulate, making it impossible for me to meet even the minimum payment. As a single mother with no child support, relying on food pantries, and struggling with basic living expenses, I could only prioritize rent and food with my XXXX checks. Around the holidays, I even required assistance from a friend to pay my utility bill. 

Upon returning to work, I contacted Chase to request the removal of late fees and interest charges so I could pay my balance in full and utilize my card again. My credit limit was {$4500.00}. While the late fees were waived, the interest charges remained. Before making a payment, I specifically asked two customer service representatives whether my credit limit would remain the same and whether my account would stay active. Both representatives assured me that my account would be brought up to date with no changes to my credit limit or access to using the card. They even congratulated me on my bigger payment. 

Based on this confirmation, I proceeded with a {$3000.00} payment. However, the very next day, my card was declined. When I checked my account, I discovered that Chase had turned my card OFF and reduced my credit limit from {$4500.00} to $ XXXX the assurances I received. This unexpected change has left me in an extremely difficult financial position. 

I trusted the information provided by the representatives, and the recorded calls will confirm these conversations. Had I been informed that my credit limit would be reduced, I would have reconsidered making such a large payment in one lump sum. Given the current economic conditions, rising costs of living, and my ongoing medical treatments, this decision has placed a significant burden on me as a consumer.

I respectfully request that my credit limit be reinstated or, at the very least, that I be provided with a resolution that allows me access to the funds I worked so hard to pay back!! I am asking Chase to honor the information given to me by their representatives. Please review the recorded calls for verification. 

I appreciate your prompt attention to this matter and look forward to your response. 

Sincerely, XXXX XXXX",,JPMORGAN CHASE & CO.,NJ,08055,,Consent provided,Web,2025-03-31,Closed with monetary relief,Yes,,12729607,2544,429,"i am reaching out regarding an issue with my chase freedom unlimited account that has caused significant financial distress. while i was out of work and xxxx for four months due to an xxxx, i fell behind on my bills. during this time, i contacted chase to request temporary payment assistance, but i was informed that no payment plans were available. as a result, late fees and interest continued to accumulate, making it impossible for me to meet even the minimum payment. as a single mother with no child support, relying on food pantries, and struggling with basic living expenses, i could only prioritize rent and food with my xxxx checks. around the holidays, i even required assistance from a friend to pay my utility bill. upon returning to work, i contacted chase to request the removal of late fees and interest charges so i could pay my balance in full and utilize my card again. my credit limit was 4500.00. while the late fees were waived, the interest charges remained. before making a payment, i specifically asked two customer service representatives whether my credit limit would remain the same and whether my account would stay active. both representatives assured me that my account would be brought up to date with no changes to my credit limit or access to using the card. they even congratulated me on my bigger payment. based on this confirmation, i proceeded with a 3000.00 payment. however, the very next day, my card was declined. when i checked my account, i discovered that chase had turned my card off and reduced my credit limit from 4500.00 to  xxxx the assurances i received. this unexpected change has left me in an extremely difficult financial position. i trusted the information provided by the representatives, and the recorded calls will confirm these conversations. had i been informed that my credit limit would be reduced, i would have reconsidered making such a large payment in one lump sum. given the current economic conditions, rising costs of living, and my ongoing medical treatments, this decision has placed a significant burden on me as a consumer. i respectfully request that my credit limit be reinstated or, at the very least, that i be provided with a resolution that allows me access to the funds i worked so hard to pay back!! i am asking chase to honor the information given to me by their representatives. please review the recorded calls for verification. i appreciate your prompt attention to this matter and look forward to your response. sincerely, xxxx xxxx"
2025-05-24,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,My bill was due on XX/XX/year> I paid the bill on XX/XX/year> and they still billed me a late fee when my payment WAS DEFINITELY NOT LATE I have the bank statement as proof of payment coming out my bank on XX/XX/year> when I contacted Revvi card they kept playing on the phone and not responding while I asked for refund of the unnecessary late fee and then kept hanging up on me,Company disputes the facts presented in the complaint,FIRST PORTFOLIO SERVICING INC,NJ,085XX,,Consent provided,Web,2025-05-24,Closed with explanation,Yes,,13698482,379,73,my bill was due on xxxxyear i paid the bill on xxxxyear and they still billed me a late fee when my payment was definitely not late i have the bank statement as proof of payment coming out my bank on xxxxyear when i contacted revvi card they kept playing on the phone and not responding while i asked for refund of the unnecessary late fee and then kept hanging up on me
2025-06-03,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"Subject : Request for Removal of Late Payment from Credit Report as an Authorized User Dear Consumer Financial Protection Bureau, I am writing to formally request the removal of a late payment reported by Barclay credit card on my credit report for the years XXXX. As I am listed as an authorized user on this account and not the primary account holder, I believe the inclusion of this late payment on my personal credit file is inaccurate and unjustified. 

Authorized users are not legally responsible for the repayment of the account, and credit reporting agencies should not penalize individuals in this position for payment activity outside their control. Given this, I am requesting : XXXX. * * An official review and correction * * of my credit file to ensure that late payments associated with this XXXX account are removed. 

XXXX. * * Verification that the credit reporting agencies * * have corrected this error to reflect my appropriate status. 

XXXX. * * Confirmation from XXXX * * that their reporting aligns with standard consumer credit protections. 

I kindly ask the CFPB to investigate this matter and assist in ensuring my credit report is updated correctly. I appreciate your attention to this issue and look forward to your response regarding the necessary steps to resolve it. 

Sincerely, XXXX XXXX ( XXXX ) XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,NY,142XX,,Consent provided,Web,2025-06-03,Closed with explanation,Yes,,13866494,1337,223,"subject  request for removal of late payment from credit report as an authorized user dear , i am writing to formally request the removal of a late payment reported by barclay credit card on my credit report for the years xxxx. as i am listed as an authorized user on this account and not the primary account holder, i believe the inclusion of this late payment on my personal credit file is inaccurate and unjustified. authorized users are not legally responsible for the repayment of the account, and credit reporting agencies should not penalize individuals in this position for payment activity outside their control. given this, i am requesting  xxxx.   an official review and correction   of my credit file to ensure that late payments associated with this xxxx account are removed. xxxx.   verification that the credit reporting agencies   have corrected this error to reflect my appropriate status. xxxx.   confirmation from xxxx   that their reporting aligns with standard consumer credit protections. i kindly ask the to investigate this matter and assist in ensuring my credit report is updated correctly. i appreciate your attention to this issue and look forward to your response regarding the necessary steps to resolve it. sincerely, xxxx xxxx  xxxx  xxxx"
2025-05-30,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Overcharged for something you did purchase with the card,"Yes, I know I have a negative balance on my credit card and I have tried to request a check to be mailed out but I'm not getting any services!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NV,XXXXX,Servicemember,Consent provided,Web,2025-05-30,Closed with monetary relief,Yes,,13808280,142,30,"yes, i know i have a negative balance on my credit card and i have tried to request a check to be mailed out but im not getting any services!"
2025-05-27,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Citi Bank was siding with the merchant who had defrauded XXXX of customers for XXXX  of dollars without reveiwing my information I had submitted sufficiently. All the evidence i provided went unoticed and they failed to give my case a proper reveiw and did not fight on behalf of me, their client.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,44118,,Consent provided,Web,2025-05-27,Closed with non-monetary relief,Yes,,13738247,297,52,"citi bank was siding with the merchant who had defrauded xxxx of customers for xxxx of dollars without reveiwing my information i had submitted sufficiently. all the evidence i provided went unoticed and they failed to give my case a proper reveiw and did not fight on behalf of me, their client."
2025-05-23,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Sent email to executive leadership team at Citi and best buy today after numerous calls to try and resolve with ineffective customer service representatives.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,021XX,,Consent provided,Web,2025-05-23,Closed with monetary relief,Yes,,13688551,157,24,sent email to executive leadership team at citi and best buy today after numerous calls to try and resolve with ineffective customer service representatives.
2025-05-22,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"On XX/XX/22 I was sent XXXX emails about XXXX parents thats pending on my account for XX/XX/22. Upon receiving the email I noticed there was an error made where there was XXXX too many payments. 
I followed the email link for editing or canceling payment and logging into the account separately both on my phone and on desk top discovered they made it impossible to cancel a payment. 
I also tried chatting and see if I can either get a Q & A answer or chat a person. Neither was available. Chat continue to give me error saying to reload the page to connect. 
As shown in the evidence I tried it XXXX times and no luck. 
No customer service number anywhere. 
I had XXXX way of cancelling the extra payment was scheduled. 
This company is very shady in way of only allowing you to schedule a payment and made it where there is NO WAY to cancel any scheduled payment. I have had multiple issues with their unethical practices.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,34953,,Consent provided,Web,2025-05-22,Closed with explanation,Yes,,13636246,925,170,on xxxx22 i was sent xxxx emails about xxxx parents thats pending on my account for xxxx22. upon receiving the email i noticed there was an error made where there was xxxx too many payments. i followed the email link for editing or canceling payment and logging into the account separately both on my phone and on desk top discovered they made it impossible to cancel a payment. i also tried chatting and see if i can either get a q  a answer or chat a person. neither was available. chat continue to give me error saying to reload the page to connect. as shown in the evidence i tried it xxxx times and no luck. no customer service number anywhere. i had xxxx way of cancelling the extra payment was scheduled. this company is very shady in way of only allowing you to schedule a payment and made it where there is no way to cancel any scheduled payment. i have had multiple issues with their unethical practices.
