chunk_text,metadata
"i am reaching out regarding an issue with my chase freedom unlimited account that has caused significant financial distress. while i was out of work and xxxx for four months due to an xxxx, i fell behind on my bills. during this time, i contacted chase to request temporary payment assistance, but i was informed that no payment plans were available. as a result, late fees and interest continued to accumulate, making it impossible for me to meet even the minimum payment.","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
"mpossible for me to meet even the minimum payment. as a single mother with no child support, relying on food pantries, and struggling with basic living expenses, i could only prioritize rent and food with my xxxx checks. around the holidays, i even required assistance from a friend to pay my utility bill. upon returning to work, i contacted chase to request the removal of late fees and interest charges so i could pay my balance in full and utilize my card again. my credit limit was 4500.00.","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
"tilize my card again. my credit limit was 4500.00. while the late fees were waived, the interest charges remained. before making a payment, i specifically asked two customer service representatives whether my credit limit would remain the same and whether my account would stay active. both representatives assured me that my account would be brought up to date with no changes to my credit limit or access to using the card. they even congratulated me on my bigger payment.","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
". they even congratulated me on my bigger payment. based on this confirmation, i proceeded with a 3000.00 payment. however, the very next day, my card was declined. when i checked my account, i discovered that chase had turned my card off and reduced my credit limit from 4500.00 to  xxxx the assurances i received. this unexpected change has left me in an extremely difficult financial position.","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
"t me in an extremely difficult financial position. i trusted the information provided by the representatives, and the recorded calls will confirm these conversations. had i been informed that my credit limit would be reduced, i would have reconsidered making such a large payment in one lump sum. given the current economic conditions, rising costs of living, and my ongoing medical treatments, this decision has placed a significant burden on me as a consumer.","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
"s placed a significant burden on me as a consumer. i respectfully request that my credit limit be reinstated or, at the very least, that i be provided with a resolution that allows me access to the funds i worked so hard to pay back!! i am asking chase to honor the information given to me by their representatives. please review the recorded calls for verification. i appreciate your prompt attention to this matter and look forward to your response. sincerely, xxxx xxxx","{""complaint_id"": 171, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"a xxxxxxxx month ongoing issue, barclays froze my accounts without any warning. they stated someone was trying to change information. i instructed them to close the accounts. they did not. i have called at least xxxx times, requesting a supervisor. never heard back from anyone each time. xxxx months later there is a xxxx and xxxx balance on my xxxx cards. my question is how??? the accounts have been frozen, it certainly was not me. how do they allow this???","{""complaint_id"": 145, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"it certainly was not me. how do they allow this??? i am now going for a mortgage and this is showing on my credit report. barclays in now affecting my livelyhood. higher interest rates will probably occur because of this. i have sent them the requested paperwork twice. this incompatancy needs to stop. i even received a text aprox xxxx weeks ago from barclays stating my account was no longer frozen. tried to sign in and call. still nothing. i need a fraud case started, obviously, on both cards.","{""complaint_id"": 145, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"on xxxxyear i ordered a  xxxxxxxx xxxx xxxx xxxx xxxx  xxxx  on best buy s website and on xxxxyear there was a request from the sender to have my order returned to them. i tried placing a new order, but my order was immediately cancelled. i believe my account has been flagged and i am requesting to have the flags removed. my email address associated with my best buy account is xxxx.","{""complaint_id"": 70, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
truist bank is stealing our money. there were charges made on our truist xxxx card earlier in the year that we did not make. the charges are for 600.00 to xxxx xxxx xxxx xxxx and xxxx xxxx. we have spoken to the bank multiple times in person and on the phone only to get no where. they provided documentation that clearly shows that we did not authorize or make the charges. the address and email address is completely wrong.,"{""complaint_id"": 153, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 4}"
the address and email address is completely wrong. representatives of truist have gone as far as to call us liars to our face or on the phone in regards to the charges. i have been provided another name to work with however she continues to ghost me as well. her name is xxxx xxxx  xxxx. i have sent her xxxx emails with no responses. i am requesting that truist credit our account not only for the 600.00 but also interest.,"{""complaint_id"": 153, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 4}"
account not only for the 600.00 but also interest. these charges are the only charges on our account and the bill is coming due on xxxxyear and i dont want our credit rating impacted. truist is continuing to steal our money by making money off the current balance and interest. i have been in touch with a lawyer to sue not only for the 600.00  interest but also for stress and duress they have put us through since xxxxyear. this bank is a horrible bank and very dishonest.,"{""complaint_id"": 153, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 4}"
. this bank is a horrible bank and very dishonest. i am hoping you can get to the end of this and it get resolved with the request i have made. they can not get away with continuing to be thieves and stealing our money.,"{""complaint_id"": 153, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 4}"
"i already filed complaint xxxx. that complaint was closed, but not resolved. citibank is continuing to treat me with hostility and refusing to address the issue. my account has a fraud notice that they added, as theyve repeatedly added fraud alerts to only my citibank premier card  i have other citi cards that they dont treat this way , yet they continue to charge me an annual fee for a card they wont let me use or cancel. citibank issued a reference number by postal mail and voice mail.","{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
a reference number by postal mail and voice mail. i am sorry i do not work for citibank and can not contact them on whatever schedule they may have due to my busy travel schedule. i called them at the earliest possible and they rejected the reference number they provided me. they told me its not valid and that is the extent of assistance i was given. the agent refused to assist me. the agent refused to tell me if a new letter has been generated and sent to me with a new reference number.,"{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
erated and sent to me with a new reference number. the agent refused to issue a new letter with a new reference number. the agent refused any possible way to resolve the issue. the agent refused to offer any sort of solution with a given timeline where i could hope to resolve the issue. the agent told me she is helping me by telling me to just wait and do nothing. i asked to speak with the agent s manager or supervisor and the agent refused.,"{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
"ent s manager or supervisor and the agent refused. there is no way to escalate this issue except via another complaint. in the response to my previous complaint, citibank suggested i edit and update my contact information on my account. this is another insult and sign of citibank s complete incompetence since they should know full well you can not modify the address on a card with a fraud alert on it without first resolving the fraud alert.","{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
ert on it without first resolving the fraud alert. citibank never fails to miss an opportunity to demonstrate their incompetence while treating their customers with hostility. how can i get this issue resolved if citibank refuses to provide any way to resolve the fraud alert and there is no way to remove it? why do i have to keep filing complaints with for this account?,"{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
e to keep filing complaints with for this account? i believe this is now the 3rd complaint ive had to file over this account as citibank continues to treat their customers with hostility.,"{""complaint_id"": 64, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"several online and other transactions are acted using my citibank master card before i even receiving the card. and couples of the account was open on my names and there was some transaction on it without my knowledge. as a result, i lost my credit core from xxxx s to xxxx and this effect my fanatical situation.","{""complaint_id"": 44, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"it started when synchrony bank closed my xxxx xxxx credit card i opened this account xxxxxxxx the last time i used that card was xxxxxxxx. and when i tried to use it in xxxxxxxx synchrony bank closed it xxxxxxxx saying synchrony bank indicative of high risk of failure to pay. when the account have been paid off over a year if they had said lack of use i would have understood. now xxxxxxxx went to lowes charged xxxx, no problem. then i paid it off. xxxxxxxx i charged xxxx and paid that off.","{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 8}"
"it off. xxxxxxxx i charged xxxx and paid that off. went back to lowes to make another purchase and found out that they close my account, and when i called synchrony bank they told me lowes handle their own accounts, and lowes told me synchrony handles this account and theres nothing they can do about it. lowes went on and looked up my account and said synchrony bank indicative of high risk of failure to pay. my account was paid in full xxxx xxxx charged over 10000.00 and paid that off.","{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 8}"
xxxx xxxx charged over 10000.00 and paid that off. i opened this paypal master card xxxxxxxx i charged a lot on it paid it off and please know i always pay early they get little to no interest. well i have been charging on it since.,"{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 8}"
"o interest. well i have been charging on it since. the last time i charged on this card was xxxxxxxx when i charged 380.00 i had no problem, back in xxxx xxxx i purchased something from xxxx that cost xxxx which i never received, so i filed a claim with paypal master card and they took the 200.00 off until after investigation so kept checking my paypal master card account, xxxxxxxx i see the 200.00 show back on my paypal account, so i called them to ask why am i seeing this 200.00 when i filed a claim they told i never filed, so i ask them if i could file now!","{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 8}"
"i never filed, so i ask them if i could file now! and they said yes! so i filed again this time they never removed the 200.00. 2 days later xxxxxxxx i went on a just paid it in full. i dont know whats going on but i do know its not right. synchrony bank owns the rights to this card. they closed the card xxxxxxxx. saying synchrony bank indicative of high risk of failure to pay.","{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 8}"
ny bank indicative of high risk of failure to pay. paypal credit i had for a very long time more than 15 years whether i used the credit or not they have never turned that credit off. but thats not the case right now ive been using this credit for the last few months last used xxxxxxxx and xxxxxxxx synchrony closed the account saying synchrony bank indicative of high risk of failure to pay.,"{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 8}"
ny bank indicative of high risk of failure to pay. jc pennys master card  the last time i used this card was a long time ago maybe xxxxxxxx it doesnt really matter that they closed this card but it has been almost 3 years and it was open until last month xxxxxxxx and closed like the other one and they were being used.,"{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 6, ""total_chunks"": 8}"
losed like the other one and they were being used. it didnt matter to synchrony bank whether the card was being used and paid for or not they because they still closed the account and the same thing synchrony bank indicative of high risk of failure to pay. i always paid on time or before time. whenever you see synchrony banks name on something run.,"{""complaint_id"": 115, ""product"": ""Credit card"", ""chunk_index"": 7, ""total_chunks"": 8}"
did a balance transfer to them after 10 days and did not receive their card i called them several times because getting through is not simple. after xxxx minute phone calls i finally had a complaint filed and got a call back from a supervisor who to date has been only xxxx of xxxx representatives who were helpful. he finally canceled the first card sent out a second card which i still havent received.,"{""complaint_id"": 28, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
t out a second card which i still havent received. so i called them again this time operator so called supervisor xxxx unauthorized and unadvised to me that he locked and flagged my account as fraud. now when i try to log into the account or call them i can not obtain any information because of his actions and im not waiting for a letter from them to verify who i am this is a horrible way to treat a new customer they are subpar at assisting customers and resolving issues,"{""complaint_id"": 28, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"i was charged interest on regular purchases while my payments were going toward a promotional balance. the system made it difficult to track, and i was not clearly notified. i request an interest adjustment as i was unaware of the payment application policy.","{""complaint_id"": 40, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"i mailed a payment of 1000.00 in xxxx. they didnt post the check until end of xxxx. during the 2 months they added fees to my account. in xxxx  xxxx i was charged and had fees removed from my account. if they would have posted the check to my account in xxxx, i would not have incurred any fees whatsoever. i do not feel the charges for xxxx should be added to my account. i have made on time payments to the account and tried to keep it up to date.","{""complaint_id"": 147, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
ts to the account and tried to keep it up to date. i will not pay fees for someones inadequacies at the cc company.,"{""complaint_id"": 147, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"in the month of xxxx i made xxxx payments to my usaa federal savings bank credit card.one for 3500.00 on xxxxxxxx, xxxx for 3600.00 on xxxxxxxx and xxxx for 4000.00 on xxxxxxxx. my bank statement shows the payments were made and i have screen shots of the payments on the usaa xxxx app where i make the payments. my monthly statement for xxxx does not reflect the xxxxxxxx payment. i called usaa and they were not helpful and said i would have to prove it to them the payment was made.","{""complaint_id"": 148, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"uld have to prove it to them the payment was made. i explained it was their technology being used  mobile app  to make payment and asked them to look at that and they were unresponsive, basically, blowing me off.","{""complaint_id"": 148, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
us bank told me they would add a 50.00 promotional credit to my rewards balance for the credit card becuase they couldnt remove an incorrect charge. so i had to pay the incorrect charge and they told me it would take 2 billing cycles and that it would appear in xxxx. ive called 3 times and they keep saying its  just a few more days  and the last day they said was xxxxxxxx. its xxxxxxxx and still not there. i cant even get through to them.,"{""complaint_id"": 25, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
still not there. i cant even get through to them. whenever i call customer service they put me on hold then say theyll transfer me to a different department and then it starts the verification process all over again and hangs up. this is ridiculous,"{""complaint_id"": 25, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"xxxx xxxx sent me an invite code to apply for their card under concora credit. the paperwork did not plainly state that there is a  250.00  annual  membership  fee. had the company disclosed this, i would not have applied. this is a card for people with mediocre to bad credit and they are taking advantage of these consumers.","{""complaint_id"": 23, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"and they are taking advantage of these consumers. i cancelled the card within a week or two and wanted the ridiculous 250.00 taken off my balance, and close the account with the explanation for closure clearly stated  the company s failure to disclose terms . the company agreed to close the account, and to credit the 250.00, but is refusing to remove, correct or amend anything on my credit report. therefore i have a hard inquiry, an opened account, and a  closed by consumer  hit to my xxxx xxxx.","{""complaint_id"": 23, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
"t, and a  closed by consumer  hit to my xxxx xxxx. i can not believe they are allowed to charge this fee to those of us who are already struggling. this is a shady tactic that should be stopped by the immediately.","{""complaint_id"": 23, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
its not my account and i would like it to be taken off my account ce f,"{""complaint_id"": 143, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"i received a yearly fee from citiaadvantage in the mail. i called and told them i would be canceling the card because i didnt need it. unbeknownst to me, i had received a notification previously and was passed the grace period for cancellation. they canceled the card but still want me to pay the yearly fee plus a late fee. i called to explain that the card was canceled and was told they couldnt waive the fee.","{""complaint_id"": 81, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
canceled and was told they couldnt waive the fee. i may have used this card xxxx time the whole year and not at all after they tried to renew it.,"{""complaint_id"": 81, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
i could not make a purchase with the card and when i was on hold for 45 mins waiting on a supervisor then when talking with them the supervisor hung up on me while i was explaining the situation i was in. unprofessional conduct on the customer support side of the company.,"{""complaint_id"": 79, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"on xxxxyear, i attempted to log in to my citibank online account and was unexpectedly locked out. i immediately contacted citis customer support via phone and live chat. i was told that my account was not locked and advised to try again after 24 hours. i followed this advice, but the issue persisted. over the next several months, i contacted citi support more than ten times through both phone and chat.","{""complaint_id"": 84, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"t more than ten times through both phone and chat. each time, i received the same response  that my account was not locked and i should try again later. despite these repeated attempts and assurances, i have remained unable to access my credit card and checking accounts. i have not received any meaningful updates, explanations, or resolutions from citi. this has caused significant disruption to my ability to manage my finances, including making payments and monitoring account activity.","{""complaint_id"": 84, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
"g making payments and monitoring account activity. i am now seeking assistance from the to compel citibank to resolve this issue, restore my account access, and provide a clear explanation for the prolonged inaction.","{""complaint_id"": 84, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
on xxxxyear i filed a complaint against citibank visa and they responded on xxxx xxxx stating that they had issued a credit to my account however the account that they issued the credit to is also closed resulting in xxxx being unable to process a refund they have deliberately done this knowing that that account has been closed claiming that there is a balanced due on this there is a bankruptcy discharge on this account so there should be a xxxx balance. see file number xxxx,"{""complaint_id"": 39, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
i never activated or used this xxxx card. i have already reported this issue to xxxx xxxx xxxx multiple times citi bank charged me muti late fee total 180.00 on xxxx,"{""complaint_id"": 120, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"the link to the home depot credit card website run by citibank does not work online or by scanning the xxxx code on the back of the card, and it has been like this for at least a month. it says  our server generated some error . when i called to try to figure out how to fix this, the only resolution they suggested was to basically delete all of the browsing history and passwords for all of my accounts on xxxx xxxx. i was unwilling to do this, so i tried xxxx. it also did not work.","{""complaint_id"": 86, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"to do this, so i tried xxxx. it also did not work. i also tried to login on by my phone using the xxxx code on the back. it did not work. they are basically making it impossible to pay my promotional balance on time so that they can charge me xxxx xxxx interest on that balance.","{""complaint_id"": 86, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"i opened a bilt mastercard by wells fargo approximately two months ago. i logged into my account on the bilt website to see if a statement was available, but nowhere on the site did i see any balance due. fast forward to xxxx when i received an email  linking to a page that was not obvious to find from the bilt front page  and a phone call reminding me to pay. when i logged in i found that i had been charged both a late fee of 25.00 and interest of 45.00 on the outstanding balance.","{""complaint_id"": 77, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"and interest of 45.00 on the outstanding balance. moreover, once you move away from this page to pay your bill, it doesnt seem possible to go back and see the itemized statement, so it is easy to see how other customers may not even realize that they have late fees or interest. this is clearly a deceptive practice under the s udaap provisions, which is consistent with wells fargo s general approach to customers.","{""complaint_id"": 77, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
"with wells fargo s general approach to customers. i intend to pay the balance and then close this account, but i want to register this sort of behavior with the agency to lend weight to any future actions against wells fargo.","{""complaint_id"": 77, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
"i was the victim of a scam that resulted in 4000.00 being stolen from my xxxx account, which is issued by xxxx, xxxx. these transactions were unauthorized. i did not initiate or approve them. i contacted xxxx immediately to report the fraud. my claim was denied, and no provisional credit was issued, even though that is required under the electronic fund transfer act  efta . the company has not given me any valid explanation or proof that i authorized these charges.","{""complaint_id"": 185, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"lanation or proof that i authorized these charges. i have since filed a police report to support my case and provide documentation. despite this, i have not been refunded, and xxxx has failed to comply with federal consumer protection laws regarding unauthorized electronic transfers. this situation has caused extreme financial hardship. i am requesting that this matter be formally investigated and that my account be reimbursed in full. requested resolution  xxxx i request that xxxx xxxx.","{""complaint_id"": 185, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
quested resolution  xxxx i request that xxxx xxxx. reopen my fraud case fully comply with the electronic fund transfer act  xxxx  refund the full 4000.00 that was withdrawn from my account without my authorization,"{""complaint_id"": 185, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
"i rented a xxxx xxxx from xxxx using my wells fargo reward points. upon arriving to the airport i was issued a xxxx xxxx but when i got to the car the family that was in line in front of me was already in it as it had been issued to them as well. i made the xxxx assistant aware in the parking garage and he found another xxxx that was available and said,  here i will given you this one and it is cheaper. the following morning i could not unlock the car with the remote key.","{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 9}"
ng i could not unlock the car with the remote key. i called and spoke to xxxx customer service and they pinged the vehicle and made me aware that the car battery was dead. they sent roadside assistance to jump it and we proceeded to the xxxx xxxx for our vacation. upon arriving back to the car i could again not unlock it with the remote car key. i used the key to manually unlock the car so my family had somewhere to sit.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 9}"
unlock the car so my family had somewhere to sit. xxxx customer service pinged the vehicle and notified me that the car battery was again dead. it was roughly xxxx in the evening and i requested for a new vehicle to be brought to me in exchange for the one i had. they made me aware that that service was not within their customer service emergency services guidelines. i was told i would have xxxx xxxx the car back to the airport to exchange the cars and they head back to my vacation spot.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 9}"
e the cars and they head back to my vacation spot. i then requested for xxxx to have their roadside assistance to replace the battery. they stated that they do not provide that service either. and being that it was afterhours and the local car shops were closed the best they could offer me was to jump the car and i would have to proceed to a car shop the following morning to have the battery changed out.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 9}"
following morning to have the battery changed out. my family underwent undue hardship and was stranded xxxx hours that night due to xxxx s poor action plans for emergency services. upon returning home i called xxxx with a request for a refund. they stated that my payment on their end was from a xxxx party and that i would have to contact my financial association to have this resolved.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 9}"
"ct my financial association to have this resolved. i had to arrange a xxxx way call between myself, wells fargo xxxx xxxx, and a xxxx xxxx to get this spearheaded as both companies kept telling me to call the other company to get it resolved.","{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 9}"
g me to call the other company to get it resolved. during this conference call xxxx explained to wells fargo that being that they could only see a xxxx party payment and not a dollar amount wells fargo would have to provide xxxx with a receipt of my rewards payment and maybe they could refund wells fargo who could then reimburse me my rewards points. wells fargo notified me they could not provided xxxx with a receipt and close the case.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 6, ""total_chunks"": 9}"
t provided xxxx with a receipt and close the case. i reopened a case being that this was an unacceptable answer. wells fargo and xxxx then came to the resolution that xxxx would give me a credit to rent another car from them in the future and closed the case. i did not approve of this resolution as i dont ever want to deal with xxxx again. i opened another case and stated that the only resolution i would be open to is a refund of my points.,"{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 7, ""total_chunks"": 9}"
"ution i would be open to is a refund of my points. wells fargo later got back to me with the following response. we are sorry you had a poor experience and unfortunately we have exhausted our resources and there is nothing else we can do for you. rewards points are nonrefundable. i asked,  what about the difference in the cost of the vehicles as i rented a car that cost more than the car i was issued? they again stated,  there is nothing else we can do.","{""complaint_id"": 166, ""product"": ""Credit card"", ""chunk_index"": 8, ""total_chunks"": 9}"
on xxxxyear i got an alert from xxxx xxxx that two capital one cards were opened under my name. i did let them know previously there was a credit report not alert not authorize by me. i told the capital one representative that i did not open any cards and i am reporting this as fraud. someone is using my identity. they verified that information in there system is not my information. representative told direct me to call capital one fraud department which i did.,"{""complaint_id"": 47, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"to call capital one fraud department which i did. representative advice me to call xxxx, xxxx and xxxx and report this fraud. i called and file a dispute for each one.","{""complaint_id"": 47, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"on xxxxxxxx and xxxxxxxx xxxx xxxx charged my card for 450.00 and 150.00 on xxxxxxxx for enrollment in a school where neglect took place, so i had to unenroll my son for his safety the next day.","{""complaint_id"": 94, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"so i had applied for a credit card with citi bank xxxx xxxx, when speaking to the first representative. i had asked if i was able to get the card expedited since an emergency matter accrued. or if i was able to get the card digitally. he place me on hold for both question and said no. in no time did he ask for my name to verify my account.","{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
time did he ask for my name to verify my account. when i ask may i speak to a supervisor i got question why and he re answered my question again than he decided to tell me that he needs to verify me which was fine.,"{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
"tell me that he needs to verify me which was fine. he asked me for a security question and number i gave him both he said that they both were wrong, never did he ask for my name, he transferred me over to fraud which she did ask for my name and verify my account at that point the attempts were made that i asssume flagged my account that now i have to wait for a letter to confirm my verification.","{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
e to wait for a letter to confirm my verification. i asked for a supervisor because i was yet transfer to one and his name was xxxx soon as i was explaining to him the matter it was a simple quick to xxxx xxxx like he didnt care.,"{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
as a simple quick to xxxx xxxx like he didnt care. when i spoke to xxxx representatives i got xxxx different answers from all of them and he kept going to re answering the questions i got absolutely no reassurance from the fact that this is my important information that is being played with and as a supervisor you would think he would take the matter more seriously and he didnt just kept speaking over me.,"{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
seriously and he didnt just kept speaking over me. right when i was asking if there was someone else i may speak to because i did not appreciate his attitude he hung up on me. i called again spoke to someone name miles and she told me the same thing i have to wait for a letter and i asked her about the complaint and i was told she cant give me that information  as a new comer i do not appreciate the way i was spoken to me this was today xxxx2025 the call was at xxxxxxxx xxxx xxxx,"{""complaint_id"": 146, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"i experienced a xxxx and xxxx xxxx in early 2025, which caused me to miss payments on several credit cards. once i was safe and able to take action, i logged into the wells fargo mobile app and chose to pay the full total balance displayed 7700.00 on xxxxscrub, 2025. the app also showed a smaller statement balance, but i intentionally chose the total balance so that all interest, penalties, and fees would be covered and the card brought to xxxx.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 11}"
"ees would be covered and the card brought to xxxx. immediately after submitting that payment, the app showed a new charge of 40.00, but i was blocked from paying it. the app said i couldnt make another payment because one had just been processed. i had to wait a day before i was allowed to pay the 40.00 which i did on xxxxyear2025. that again brought the balance to zero.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 11}"
"xyear2025. that again brought the balance to zero. a month later, wells fargo added another charge 58.00 which they claimed was for interest and penalties related to the late payment. i contacted them to explain  i understood i had been late. i deliberately paid the full total balance  not the statement balance  and then paid the unexpected 40.00 as soon as the app allowed.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 11}"
"d the unexpected 40.00 as soon as the app allowed. i was asking them to let me pay everything they claimed i owed, including any interest and late fees, to fully resolve and close the matter. instead of giving me a final payoff amount, they kept replying, but you paid it late, and refused to accept that i was repeatedly trying to pay everything off in full.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 11}"
"s repeatedly trying to pay everything off in full. i kept telling them i know its late but i should be able to pay everything i owe, interest and penalties on an account that has been closed for months instead of this engineered perpetual circular debt that can not be resolved and all they would say is but you paid it late in repetition and that  interest and penalties will continue to accrue as long as you pay late, even though i kept paying the full amounts as soon as they were shown to me.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 11}"
"the full amounts as soon as they were shown to me. i was told  but you paid late  in repetition to me saying i know that but was attempting to pay everything i owed including late fees and interest so that no charges would occur again like they couldnt hear me or were trying to anger me and that interest and penalties will continue to accrue as long as you pay late, as if i wasnt trying to satisfy the account paying all fees, interest and principle without delay.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 11}"
"ng all fees, interest and principle without delay. i was paying the entire total balance as soon as a balance was shown, trying to resolve it completely. despite my full payments each time a balance appeared, new charges would reappear, and i was again told, theyll keep occurring as long as you pay late.","{""complaint_id"": 178, ""product"": ""Credit card"", ""chunk_index"": 6, ""total_chunks"": 11}"
